ensembl	symbol	A375MA2-DMSO-A	A375MA2-DMSO-B	A375MA2-DMSO-C	A375MA2-DMSO-D	A375MA2-GiB-A	A375MA2-GiB-B	A375MA2-GiB-D
ENSG00000205352	PRR13	2563	4606	2862	2748	4476	4533	5436
ENSG00000205356	TECPR1	1197	1947	1113	1122	1479	1335	1776
ENSG00000205359	SLCO6A1	5	5	0	4	5	2	4
ENSG00000205362	MT1A	2	10	7	6	9	6	12
ENSG00000205363	INSYN1	8	18	7	6	4	7	9
ENSG00000205364	MT1M	0	1	0	0	0	0	0
ENSG00000205403	CFI	612	1041	532	528	552	561	537
ENSG00000205413	SAMD9	557	813	507	525	854	792	1018
ENSG00000205420	KRT6A	0	1	0	0	1	0	2
ENSG00000205423	CNEP1R1	328	497	297	325	401	350	481
ENSG00000205426	KRT81	3	4	9	10	15	6	9
ENSG00000205456	TP53TG3D	56	65	37	45	60	72	20
ENSG00000205476	CCDC85C	657	1102	692	712	813	747	957
ENSG00000205482	SPDYE18	104	129	85	88	105	81	116
ENSG00000205517	RGL3	287	476	278	278	276	308	246
ENSG00000205531	NAP1L4	2624	4249	2714	2577	4344	4240	5088
ENSG00000205542	TMSB4X	9449	16541	10291	9660	14240	14096	17121
ENSG00000205544	TMEM256	738	1369	859	871	964	1077	1189
ENSG00000205560	CPT1B	279	443	251	286	357	275	316
ENSG00000205571	SMN2	1171	2037	1115	1277	1841	1733	2344
ENSG00000205572	SERF1B	653	1163	777	717	962	873	1006
ENSG00000205581	HMGN1	3399	5429	3784	3548	4455	4189	5681
ENSG00000205593	DENND6B	71	88	44	53	54	47	61
ENSG00000205609	EIF3CL	252	336	261	125	184	178	388
ENSG00000205629	LCMT1	648	1151	667	620	850	779	1049
ENSG00000205639	MFSD2B	0	0	0	5	2	0	3
ENSG00000205642	VCX3B	4	5	3	1	12	8	9
ENSG00000205643	CDPF1	198	320	194	175	246	213	287
ENSG00000205649	HTN3	0	0	0	0	1	0	0
ENSG00000205659	LIN52	285	475	308	282	450	454	580
ENSG00000205669	ACOT6	2	0	1	0	2	0	3
ENSG00000205670	SMIM11	41	100	34	143	176	51	58
ENSG00000205683	DPF3	6	17	1	7	4	7	11
ENSG00000205693	MANSC4	2	3	2	1	1	1	4
ENSG00000205704	SMIM45	16	42	25	23	19	22	25
ENSG00000205707	ETFRF1	400	568	390	372	420	441	479
ENSG00000205710	C17orf107	8	25	17	16	19	14	27
ENSG00000205726	ITSN1	1126	1762	1041	1123	1208	1152	1299
ENSG00000205730	ITPRIPL2	3955	6532	3656	3790	4781	3810	5319
ENSG00000205744	DENND1C	1	3	0	1	0	0	0
ENSG00000205758	CRYZL1	443	781	436	437	663	678	713
ENSG00000205765	RIMOC1	1744	2797	1610	1777	2505	2437	3044
ENSG00000205784	ARRDC5	0	0	0	2	0	0	0
ENSG00000205795	CYS1	4	1	6	4	5	1	3
ENSG00000205808	PLPP6	694	1089	654	632	805	824	909
ENSG00000205809	KLRC2	0	0	0	0	0	1	0
ENSG00000205810	KLRC3	0	0	0	0	0	1	2
ENSG00000205832	C16orf96	1	3	0	0	3	2	3
ENSG00000205835	GMNC	0	2	0	0	0	0	0
ENSG00000205838	TTC23L	8	3	5	9	10	4	6
ENSG00000205846	CLEC6A	0	0	0	0	0	2	0
ENSG00000205863	C1QTNF9B	0	2	1	1	1	2	1
ENSG00000205882	DEFB134	0	0	1	1	4	7	0
ENSG00000205884	DEFB136	0	0	3	1	0	0	0
ENSG00000205903	ZNF316	1812	3034	1835	1909	2402	1514	2738
ENSG00000205922	ONECUT3	0	1	3	1	2	2	1
ENSG00000205927	OLIG2	315	519	320	332	415	355	541
ENSG00000205929	C21orf62	77	157	70	83	91	78	118
ENSG00000205937	RNPS1	5729	9429	6011	5881	8678	8392	10347
ENSG00000205978	NYNRIN	119	189	106	125	122	123	124
ENSG00000205981	DNAJC19	360	553	316	346	433	437	503
ENSG00000206013	IFITM5	1	2	0	2	2	0	1
ENSG00000206026	SMIM21	1	2	0	0	0	0	2
ENSG00000206052	DOK6	3	9	4	3	5	1	2
ENSG00000206053	JPT2	2672	4653	3040	3025	4648	4501	6040
ENSG00000206069	LHFPL7	0	0	0	0	1	0	1
ENSG00000206077	ZDHHC11B	1	1	1	0	0	0	0
ENSG00000206113	CFAP99	1	2	1	1	1	0	2
ENSG00000206127	GOLGA8O	25	18	12	23	12	3	17
ENSG00000206140	TMEM191C	1	0	0	0	1	0	2
ENSG00000206150	RNASE13	0	0	1	0	0	0	0
ENSG00000206172	HBA1	11	11	13	10	5	13	25
ENSG00000206181	ELOA2	0	1	1	0	2	1	1
ENSG00000206190	ATP10A	966	1454	827	983	1112	1045	1273
ENSG00000206260	PRR23A	0	0	1	0	0	0	0
ENSG00000206262	FOXL2NB	2	8	1	5	6	5	9
ENSG00000206418	RAB12	981	1763	1039	1115	1202	1069	1491
ENSG00000206432	TMEM200C	0	3	3	3	4	3	5
ENSG00000206503	HLA-A	12671	22175	13056	12641	15496	14602	16839
ENSG00000206527	HACD2	1499	2380	1435	1482	2327	2268	2848
ENSG00000206530	CFAP44	159	343	136	126	182	221	212
ENSG00000206535	LNP1	137	191	135	98	182	232	224
ENSG00000206538	VGLL3	2	8	4	3	4	3	2
ENSG00000206557	TRIM71	0	1	0	0	2	1	3
ENSG00000206559	ZCWPW2	17	38	17	16	21	11	18
ENSG00000206560	ANKRD28	2732	4624	2731	2695	3505	3255	4027
ENSG00000206561	COLQ	0	15	7	17	6	26	11
ENSG00000206562	METTL6	469	805	423	467	683	665	862
ENSG00000206579	XKR4	27	52	38	35	43	29	41
ENSG00000211445	GPX3	54	100	58	55	56	54	71
ENSG00000211448	DIO2	6	7	6	6	6	14	7
ENSG00000211450	SELENOH	1364	2355	1522	1505	1982	1948	2457
ENSG00000211452	DIO1	0	0	1	1	0	2	0
ENSG00000211455	STK38L	861	1375	805	935	1065	1062	1185
ENSG00000211456	SACM1L	1603	2630	1502	1577	2312	2209	2688
ENSG00000211460	TSN	1240	1993	1384	1193	2172	2097	2949
ENSG00000211584	SLC48A1	750	1292	770	808	951	882	1014
ENSG00000212122	TSSK1B	0	1	0	0	0	0	0
ENSG00000212123	PRR22	57	103	51	39	67	60	78
ENSG00000212124	TAS2R19	3	7	5	6	5	11	9
ENSG00000212126	TAS2R50	0	2	0	1	0	0	0
ENSG00000212127	TAS2R14	15	31	15	6	21	17	13
ENSG00000212128	TAS2R13	1	3	0	0	1	0	1
ENSG00000212710	CTAGE1	2	0	0	0	0	4	0
ENSG00000212724	KRTAP2-3	0	1	0	1	2	0	3
ENSG00000212747	RTL8B	304	529	328	329	482	440	528
ENSG00000212807	OR2A42	0	2	2	3	2	0	4
ENSG00000212864	RNF208	87	217	126	134	113	101	116
ENSG00000212907	MT-ND4L	45336	73296	37828	40804	46974	44762	49579
ENSG00000212916	MAP10	111	109	90	78	136	112	137
ENSG00000212993	POU5F1B	27	41	24	28	25	22	27
ENSG00000213015	ZNF580	1407	2578	1406	1413	1783	1572	2006
ENSG00000213020	ZNF611	134	155	122	105	207	223	208
ENSG00000213023	SYT3	121	191	146	123	150	127	129
ENSG00000213024	NUP62	2335	4069	2468	2618	3939	3960	4942
ENSG00000213030	CGB8	4	4	1	2	1	0	3
ENSG00000213047	DENND1B	470	832	416	418	428	416	499
ENSG00000213064	SFT2D2	3405	5562	3278	3191	3776	3592	4636
ENSG00000213066	CEP43	483	650	373	407	627	523	795
ENSG00000213079	SCAF8	1304	2335	1265	1465	1876	1873	2516
ENSG00000213085	CFAP45	31	36	40	26	31	40	49
ENSG00000213088	ACKR1	6	3	3	0	3	4	3
ENSG00000213096	ZNF254	394	625	384	373	431	462	595
ENSG00000213123	DYNLT2B	31	53	36	34	51	70	67
ENSG00000213139	CRYGS	0	6	0	0	4	0	2
ENSG00000213145	CRIP1	5	14	6	8	12	3	6
ENSG00000213160	KLHL23	156	264	152	139	301	314	389
ENSG00000213171	LINGO4	1	1	0	0	0	0	0
ENSG00000213185	FAM24B	29	75	50	40	51	88	75
ENSG00000213186	TRIM59	230	356	196	206	308	268	349
ENSG00000213190	MLLT11	1764	3034	1987	1970	2812	2881	3452
ENSG00000213199	ASIC3	208	346	151	157	184	159	173
ENSG00000213203	GIMAP1	8	8	6	2	3	9	9
ENSG00000213213	CCDC183	0	0	0	3	2	0	3
ENSG00000213214	ARHGEF35	4	13	7	4	6	4	8
ENSG00000213221	DNLZ	230	490	317	270	395	217	508
ENSG00000213246	SUPT4H1	1691	2907	1875	1628	2868	3138	3742
ENSG00000213265	TSGA13	41	80	38	40	56	48	58
ENSG00000213281	NRAS	2042	3579	2210	2179	3570	3449	4612
ENSG00000213316	LTC4S	1	0	1	0	0	1	3
ENSG00000213337	ANKRD39	216	344	216	234	329	305	371
ENSG00000213339	QTRT1	1086	2012	1177	1159	1987	1904	2423
ENSG00000213341	CHUK	1249	2137	1273	1290	1547	1527	2076
ENSG00000213347	MXD3	340	601	396	349	417	373	481
ENSG00000213366	GSTM2	211	439	229	217	284	245	334
ENSG00000213380	COG8	1713	2911	1697	1759	2918	2791	3539
ENSG00000213390	ARHGAP19	969	1838	1097	1340	1562	1637	2381
ENSG00000213397	HAUS7	322	463	329	347	424	437	547
ENSG00000213398	LCAT	74	101	92	58	79	48	86
ENSG00000213401	MAGEA12	2422	3977	2624	2447	3930	3695	4785
ENSG00000213402	PTPRCAP	0	0	0	7	0	0	5
ENSG00000213413	PVRIG	5	1	1	1	5	1	0
ENSG00000213420	GPC2	41	84	40	48	34	36	50
ENSG00000213424	KRT222	4	0	0	0	0	5	3
ENSG00000213445	SIPA1	2238	3687	2299	2243	2087	2034	2543
ENSG00000213462	ERV3-1	111	177	85	105	91	110	123
ENSG00000213463	SYNJ2BP	961	1670	969	972	1593	1454	1941
ENSG00000213465	ARL2	2793	4917	3162	2966	3838	3820	4545
ENSG00000213471	TTLL13	0	0	0	0	1	0	2
ENSG00000213512	GBP7	1	0	1	2	1	3	0
ENSG00000213516	RBMXL1	914	1501	868	909	1184	1132	1454
ENSG00000213523	SRA1	966	1713	1145	1039	1722	1679	2141
ENSG00000213533	STIMATE	870	1320	762	804	1035	974	1175
ENSG00000213551	DNAJC9	719	1169	777	720	1188	1098	1542
ENSG00000213563	C8orf82	379	593	428	390	537	301	658
ENSG00000213578	CPLX3	0	4	0	2	0	0	0
ENSG00000213585	VDAC1	10244	17400	10868	10621	13235	12996	15495
ENSG00000213588	ZBTB9	231	440	301	274	418	381	489
ENSG00000213593	TMX2	2921	4903	3126	3070	4948	4779	6231
ENSG00000213614	HEXA	1300	2482	1457	1384	1634	1597	1862
ENSG00000213619	NDUFS3	1754	3031	1945	1933	2485	2502	3051
ENSG00000213625	LEPROT	2379	3845	2220	2259	2712	2567	3171
ENSG00000213626	LBH	339	620	414	389	498	520	603
ENSG00000213638	ADAT3	170	310	164	192	220	224	265
ENSG00000213639	PPP1CB	6345	10656	6203	5978	9858	9110	11685
ENSG00000213648	SULT1A4	8	159	2	2	3	31	2
ENSG00000213654	GPSM3	53	108	47	42	38	37	67
ENSG00000213658	LAT	46	87	58	32	54	57	70
ENSG00000213672	NCKIPSD	1441	2386	1363	1421	1902	1776	2209
ENSG00000213676	ATF6B	1902	3075	1848	1708	2455	2319	2793
ENSG00000213689	TREX1	232	356	262	238	381	395	484
ENSG00000213694	S1PR3	109	175	125	124	110	107	166
ENSG00000213699	SLC35F6	1583	2939	1731	1921	2441	2311	2876
ENSG00000213714	FAM209B	1	3	3	5	5	5	2
ENSG00000213719	CLIC1	4500	7728	4934	4918	6998	7228	9224
ENSG00000213722	DDAH2	135	257	188	163	157	97	208
ENSG00000213741	RPS29	3104	5204	3474	3249	3815	3869	4931
ENSG00000213760	ATP6V1G2	40	38	29	16	30	30	19
ENSG00000213762	ZNF134	622	1030	604	620	972	815	1063
ENSG00000213780	GTF2H4	618	965	562	592	837	746	983
ENSG00000213782	DDX47	2582	4370	2710	2655	3835	3701	4712
ENSG00000213793	ZNF888	128	188	125	111	198	187	259
ENSG00000213799	ZNF845	287	406	277	281	441	400	546
ENSG00000213853	EMP2	2064	3518	2224	2256	2758	2364	3281
ENSG00000213859	KCTD11	365	584	328	281	448	411	453
ENSG00000213889	PPM1N	55	88	68	69	62	51	107
ENSG00000213892	CEACAM16	0	1	0	0	0	0	0
ENSG00000213901	SLC23A3	5	8	4	7	1	4	8
ENSG00000213903	LTB4R	789	1305	680	761	784	729	973
ENSG00000213906	LTB4R2	422	535	273	373	417	222	456
ENSG00000213918	DNASE1	268	389	235	246	323	320	412
ENSG00000213920	MDP1	110	197	108	116	133	148	134
ENSG00000213923	CSNK1E	3524	5804	3753	3708	5049	4483	5699
ENSG00000213928	IRF9	229	389	236	237	221	194	296
ENSG00000213930	GALT	333	636	331	326	380	404	425
ENSG00000213937	CLDN9	1	0	1	0	1	0	1
ENSG00000213949	ITGA1	264	454	227	291	242	235	222
ENSG00000213965	NUDT19	899	1493	948	910	1597	1506	1950
ENSG00000213967	ZNF726	165	302	179	178	272	244	278
ENSG00000213973	ZNF99	3	1	2	1	2	4	0
ENSG00000213977	TAX1BP3	779	1296	912	878	1186	1220	1509
ENSG00000213983	AP1G2	169	273	134	153	162	196	214
ENSG00000213988	ZNF90	281	429	250	281	493	503	652
ENSG00000213995	NAXD	1926	3180	1860	1976	2274	2274	2636
ENSG00000213996	TM6SF2	3	13	5	5	4	4	0
ENSG00000213999	MEF2B	22	45	55	35	28	48	70
ENSG00000214013	GANC	1091	1865	920	1022	1100	1103	1155
ENSG00000214021	TTLL3	274	351	233	242	226	189	245
ENSG00000214022	REPIN1	4633	7865	4628	4707	6274	5596	7502
ENSG00000214026	MRPL23	746	1291	838	747	717	722	882
ENSG00000214029	ZNF891	490	696	363	389	532	467	648
ENSG00000214046	SMIM7	711	1149	727	681	1104	1108	1553
ENSG00000214050	FBXO16	69	107	78	77	133	106	136
ENSG00000214063	TSPAN4	1217	2141	1383	1313	1778	1660	2154
ENSG00000214078	CPNE1	2258	3695	2133	2391	3082	2744	3447
ENSG00000214087	ARL16	311	534	301	310	385	399	522
ENSG00000214097	SMCO1	0	2	0	3	1	1	0
ENSG00000214102	WEE2	1	0	0	0	0	0	0
ENSG00000214113	LYRM4	335	618	404	329	532	570	692
ENSG00000214114	MYCBP	667	1151	733	698	1121	1064	1352
ENSG00000214128	TMEM213	5	12	11	10	8	7	17
ENSG00000214140	PRCD	12	16	2	0	1	1	6
ENSG00000214160	ALG3	1405	2441	1472	1425	2277	2322	2874
ENSG00000214193	SH3D21	308	416	214	218	406	235	358
ENSG00000214194	SMIM30	843	1410	858	764	1212	1273	1557
ENSG00000214212	C19orf38	13	16	9	5	13	3	12
ENSG00000214226	C17orf67	35	41	25	24	26	18	26
ENSG00000214237	MINDY4B	0	1	0	0	0	0	0
ENSG00000214253	FIS1	1632	2857	1843	1770	2194	2071	2645
ENSG00000214274	ANG	38	70	31	51	56	42	41
ENSG00000214279	SCART1	139	227	111	130	158	140	221
ENSG00000214285	NPS	0	1	0	0	1	0	7
ENSG00000214290	COLCA2	1	1	0	2	2	4	0
ENSG00000214300	SPDYE3	2	9	6	2	1	7	7
ENSG00000214309	MBLAC1	58	75	58	48	83	34	95
ENSG00000214336	FOXI3	6	7	2	4	5	4	7
ENSG00000214338	SOGA3	3	3	0	3	7	5	5
ENSG00000214357	NEURL1B	24	50	42	39	47	50	47
ENSG00000214360	EFCAB9	1	0	2	0	2	3	4
ENSG00000214367	HAUS3	375	669	361	358	503	456	624
ENSG00000214376	VSTM5	1	1	0	1	2	2	4
ENSG00000214413	BBIP1	435	675	448	398	479	481	625
ENSG00000214415	GNAT3	0	0	0	0	2	0	0
ENSG00000214435	AS3MT	42	56	36	25	28	0	0
ENSG00000214456	PLIN5	0	0	0	0	0	0	2
ENSG00000214491	SEC14L6	2	2	0	0	2	2	0
ENSG00000214517	PPME1	2008	3337	2073	2134	3532	3518	4059
ENSG00000214530	STARD10	212	344	216	200	233	243	227
ENSG00000214558	NA	24	35	20	24	25	35	31
ENSG00000214562	NUTM2D	88	135	58	74	70	85	111
ENSG00000214575	CPEB1	73	110	72	91	84	114	118
ENSG00000214595	EML6	91	154	86	143	129	108	115
ENSG00000214652	ZNF727	3	1	0	3	0	0	1
ENSG00000214654	B3GALT9	281	491	331	297	407	376	472
ENSG00000214655	ZSWIM8	2624	4130	2413	2605	3256	2929	3901
ENSG00000214688	C10orf105	0	2	1	0	0	0	2
ENSG00000214694	ARHGEF33	31	37	26	23	32	32	36
ENSG00000214700	C12orf71	0	1	1	2	6	2	4
ENSG00000214706	IFRD2	3497	5743	3714	3493	5409	5418	7065
ENSG00000214711	CAPN14	34	41	44	53	50	21	23
ENSG00000214717	ZBED1	1151	2141	1282	1277	1170	1130	1340
ENSG00000214736	TOMM6	1745	3028	1994	1886	2292	2193	2692
ENSG00000214753	HNRNPUL2	7157	11564	7431	6974	7805	5611	9309
ENSG00000214756	CSKMT	111	235	142	173	199	207	235
ENSG00000214787	MS4A4E	163	321	195	203	180	153	229
ENSG00000214814	FER1L6	0	1	1	1	0	0	0
ENSG00000214827	MTCP1	103	157	90	74	89	75	88
ENSG00000214842	RAD51AP2	7	6	2	2	3	2	7
ENSG00000214860	EVPLL	0	0	0	0	0	0	1
ENSG00000214872	SMTNL1	2	4	4	3	4	1	2
ENSG00000214897	PNMA6E	0	0	0	0	1	0	1
ENSG00000214940	NPIPA8	10	19	11	24	18	2	15
ENSG00000214941	ZSWIM7	262	442	323	260	340	310	356
ENSG00000214944	ARHGEF28	803	1289	723	781	953	878	1082
ENSG00000214946	TBC1D26	0	0	0	0	1	0	0
ENSG00000214954	LRRC69	16	24	13	9	15	14	10
ENSG00000214960	CRPPA	47	83	31	38	61	43	47
ENSG00000214967	NPIPA7	12	40	48	32	15	45	41
ENSG00000214978	GSG1L2	0	0	1	0	0	0	0
ENSG00000215012	RTL10	462	658	411	402	601	570	709
ENSG00000215018	COL28A1	4	1	0	0	0	0	0
ENSG00000215021	PHB2	8152	14643	8999	8536	11938	11696	14175
ENSG00000215041	NEURL4	1274	1989	1187	1252	1614	1181	1951
ENSG00000215045	GRID2IP	12	20	12	12	6	8	10
ENSG00000215113	CXorf49B	0	0	0	0	0	0	1
ENSG00000215114	UBXN2B	618	976	595	636	628	708	710
ENSG00000215126	CBWD6	28	33	44	23	19	130	25
ENSG00000215131	C16orf90	0	1	0	0	0	0	0
ENSG00000215148	PRSS41	1	1	1	1	0	1	1
ENSG00000215174	NLRP2B	0	0	0	0	1	0	0
ENSG00000215182	MUC5AC	0	1	0	2	1	0	0
ENSG00000215183	MSMP	0	0	0	0	0	0	2
ENSG00000215186	GOLGA6B	5	9	11	8	3	5	1
ENSG00000215187	FAM166B	3	5	2	2	2	7	6
ENSG00000215193	PEX26	1659	2815	1723	1684	2432	2181	2958
ENSG00000215218	UBE2QL1	0	4	1	0	1	1	2
ENSG00000215251	FASTKD5	899	1553	926	903	1179	1272	1604
ENSG00000215252	GOLGA8B	268	372	159	243	279	202	353
ENSG00000215262	KCNU1	0	0	0	0	0	0	1
ENSG00000215274	GAGE10	1	0	0	0	0	0	0
ENSG00000215301	DDX3X	6416	10366	6215	6382	10335	10041	13651
ENSG00000215305	VPS16	1708	2913	1697	1672	1835	1840	2085
ENSG00000215343	ZNF705D	3	2	1	4	0	1	3
ENSG00000215372	ZNF705G	0	0	0	0	0	1	2
ENSG00000215375	MYL5	192	368	200	206	279	273	315
ENSG00000215421	ZNF407	492	717	370	449	565	515	701
ENSG00000215440	NPEPL1	1113	1747	1023	1020	1274	1050	1316
ENSG00000215472	RPL17-C18orf32	412	656	480	351	418	487	541
ENSG00000215529	EFCAB8	2	5	0	5	3	4	3
ENSG00000215595	C20orf202	0	1	1	1	0	3	0
ENSG00000215612	HMX1	0	0	1	0	0	0	0
ENSG00000215644	GCGR	0	2	0	0	0	2	0
ENSG00000215695	RSC1A1	28	86	30	24	119	127	109
ENSG00000215704	CELA2B	0	2	0	0	2	0	0
ENSG00000215712	TMEM242	294	536	337	305	314	306	324
ENSG00000215717	TMEM167B	992	1577	900	904	1171	1233	1467
ENSG00000215784	FAM72D	774	1341	959	826	1071	682	1162
ENSG00000215788	TNFRSF25	62	82	56	89	61	59	75
ENSG00000215817	ZC3H11B	6	16	6	7	12	20	14
ENSG00000215845	TSTD1	2	2	3	0	0	3	1
ENSG00000215883	CYB5RL	200	362	189	167	289	314	314
ENSG00000215910	C1orf167	1	0	0	0	2	0	0
ENSG00000215912	TTC34	111	173	81	90	77	77	84
ENSG00000215915	ATAD3C	25	38	21	18	24	18	14
ENSG00000216490	IFI30	794	1301	858	766	975	1026	1108
ENSG00000216588	IGSF23	1	1	1	1	2	1	1
ENSG00000216649	GAGE12E	0	1	0	3	0	0	3
ENSG00000216921	FAM240C	0	0	1	0	0	0	0
ENSG00000216937	CCDC7	27	17	7	7	13	14	48
ENSG00000217128	FNIP1	1114	1595	912	987	1366	1365	1603
ENSG00000217236	SP9	20	15	13	21	22	20	30
ENSG00000217442	SYCE3	1	2	1	1	1	0	0
ENSG00000217555	CKLF	635	1006	767	642	1041	1011	1352
ENSG00000217930	PAM16	363	637	374	373	515	517	644
ENSG00000218305	CDC14C	5	11	5	4	4	10	6
ENSG00000218336	TENM3	2946	4978	2760	2952	3982	3697	4598
ENSG00000218739	CEBPZOS	2639	4173	2532	2459	3742	3628	4405
ENSG00000218891	ZNF579	753	1271	734	746	1155	788	1403
ENSG00000219073	CELA3B	0	0	1	0	0	0	0
ENSG00000219200	RNASEK	2480	4556	2697	2596	3573	3752	4290
ENSG00000219435	CATSPERZ	12	44	17	23	30	25	45
ENSG00000219438	TAFA5	13	17	11	13	8	12	12
ENSG00000219481	NBPF1	357	553	324	352	463	452	555
ENSG00000219545	UMAD1	430	848	492	512	713	673	884
ENSG00000219607	PPP1R3G	1	9	6	1	2	6	4
ENSG00000219626	FAM228B	22	42	26	22	32	21	31
ENSG00000220008	LINGO3	35	32	20	20	21	21	29
ENSG00000220201	ZGLP1	36	67	47	35	42	34	29
ENSG00000220205	VAMP2	959	1583	889	943	1026	967	1134
ENSG00000220948	TRIM51G	3	9	6	3	6	2	2
ENSG00000221821	C6orf226	38	82	54	71	58	87	94
ENSG00000221823	PPP3R1	2191	3741	2205	2228	3370	3171	4172
ENSG00000221829	FANCG	564	977	591	588	1105	1019	1366
ENSG00000221836	OR2A5	13	16	13	9	16	15	19
ENSG00000221838	AP4M1	545	865	501	479	675	631	838
ENSG00000221843	C2orf16	35	54	32	44	39	44	33
ENSG00000221858	OR2A12	0	0	1	0	0	0	0
ENSG00000221866	PLXNA4	0	0	2	3	0	0	0
ENSG00000221867	MAGEA3	4510	7378	4745	4542	8758	8138	11071
ENSG00000221869	CEBPD	1555	2815	1606	1464	965	979	933
ENSG00000221874	ZNF816-ZNF321P	0	13	4	0	4	6	2
ENSG00000221878	PSG7	0	2	0	0	0	0	0
ENSG00000221882	OR3A2	1	4	4	4	3	2	4
ENSG00000221886	ZBED8	509	814	477	486	643	677	744
ENSG00000221888	OR1C1	4	6	1	4	1	0	0
ENSG00000221890	NPTXR	596	1037	531	618	659	609	616
ENSG00000221909	FAM200A	292	503	251	248	427	459	519
ENSG00000221914	PPP2R2A	1295	2092	1234	1403	2476	2383	3315
ENSG00000221916	C19orf73	32	53	46	28	47	48	36
ENSG00000221923	ZNF880	103	196	119	118	199	203	251
ENSG00000221926	TRIM16	1004	1767	988	938	800	791	749
ENSG00000221933	OR2A25	0	4	3	0	2	5	2
ENSG00000221937	TAS2R40	0	1	0	1	1	0	0
ENSG00000221944	TIGD1	458	727	373	388	431	394	526
ENSG00000221946	FXYD7	11	25	16	20	21	12	22
ENSG00000221947	XKR9	16	24	16	10	8	22	18
ENSG00000221955	SLC12A8	0	10	17	0	15	12	28
ENSG00000221963	APOL6	596	915	541	587	641	616	705
ENSG00000221968	FADS3	464	832	479	505	628	602	839
ENSG00000221970	OR2A1	4	2	5	6	1	6	0
ENSG00000221978	CCNL2	1597	2360	1333	1370	1595	1372	1754
ENSG00000221983	UBA52	22869	40663	26301	24495	31823	29765	36232
ENSG00000221986	MYBPHL	0	5	1	0	3	3	3
ENSG00000221988	PPT2	884	1524	968	883	1255	1159	1568
ENSG00000221994	ZNF630	1	1	1	2	0	1	2
ENSG00000222009	BTBD19	754	1179	712	701	808	793	767
ENSG00000222011	FAM185A	7	7	0	4	7	0	10
ENSG00000222014	RAB6C	1	0	2	0	3	1	2
ENSG00000222036	POTEM	205	240	168	161	189	183	235
ENSG00000222046	DCDC2B	2	4	1	8	5	0	2
ENSG00000223417	TRIM49D1	3	16	6	6	9	12	16
ENSG00000223443	USP17L2	2	1	0	1	3	0	3
ENSG00000223496	EXOSC6	1551	2617	1656	1550	2290	1842	2545
ENSG00000223501	VPS52	1150	1963	1124	1196	1797	1753	2067
ENSG00000223510	CDRT15	9	18	10	10	12	14	13
ENSG00000223547	ZNF844	463	721	407	380	535	449	572
ENSG00000223569	USP17L15	1	0	0	0	0	0	0
ENSG00000223572	CKMT1A	3	6	3	3	4	9	3
ENSG00000223573	TINCR	178	340	152	172	203	183	185
ENSG00000223601	EBLN1	0	0	1	0	0	1	2
ENSG00000223611	SUPT20HL2	53	77	43	54	80	59	75
ENSG00000223638	RFPL4A	0	0	0	1	0	0	0
ENSG00000223658	C1GALT1C1L	21	46	24	26	32	39	34
ENSG00000223802	CERS1	543	1001	568	539	496	353	557
ENSG00000223865	HLA-DPB1	2009	3510	2207	2023	2146	2045	2501
ENSG00000223953	C1QTNF5	1	0	1	2	0	0	0
ENSG00000224051	CPTP	469	876	525	544	836	818	1023
ENSG00000224383	PRR29	0	0	0	3	0	4	6
ENSG00000224389	C4B	0	0	8	0	0	0	0
ENSG00000224420	ADM5	67	98	78	66	71	65	75
ENSG00000224470	ATXN1L	1422	2096	1234	1415	1628	1591	1973
ENSG00000224531	SMIM13	542	964	576	523	819	752	983
ENSG00000224578	HNRNPA1L3	145	155	131	89	139	113	123
ENSG00000224659	GAGE12J	13	16	10	5	14	21	13
ENSG00000224712	NPIPA3	138	186	146	156	144	134	186
ENSG00000224877	NDUFAF8	632	943	664	612	916	840	1189
ENSG00000224940	PRRT4	2	4	2	4	6	8	14
ENSG00000224982	TMEM233	0	0	1	0	0	1	0
ENSG00000225180	PVALEF	1	0	0	1	0	0	0
ENSG00000225190	PLEKHM1	749	1334	630	725	920	803	1056
ENSG00000225366	TDGF1P3	0	1	1	1	2	0	1
ENSG00000225526	MKRN2OS	11	12	0	7	10	5	9
ENSG00000225528	NA	7	3	5	2	4	5	1
ENSG00000225556	C2CD4D	25	55	34	34	71	58	59
ENSG00000225614	ZNF469	1741	2736	1533	1717	2226	1933	2407
ENSG00000225663	MCRIP1	1060	1855	1263	1230	2041	2015	2458
ENSG00000225697	SLC26A6	1401	2008	1196	1291	1718	1349	1962
ENSG00000225828	FAM229A	38	64	27	25	16	23	13
ENSG00000225830	ERCC6	401	606	327	331	374	371	570
ENSG00000225921	NOL7	1114	1859	1213	1122	2033	1935	2505
ENSG00000225950	NTF4	2	4	5	4	5	2	3
ENSG00000225968	ELFN1	51	112	47	76	96	110	111
ENSG00000225973	PIGBOS1	320	564	354	323	384	412	500
ENSG00000226124	FTCDNL1	48	91	66	56	106	97	117
ENSG00000226174	TEX22	23	23	22	17	11	19	14
ENSG00000226288	OR52I2	0	1	0	0	0	0	0
ENSG00000226314	ZKSCAN8P1	10	20	7	12	20	9	13
ENSG00000226321	CROCC2	3	5	4	3	0	0	4
ENSG00000226372	DCAF8L1	1	3	2	2	2	2	1
ENSG00000226430	USP17L7	0	0	1	0	2	0	0
ENSG00000226479	TMEM185B	730	1221	640	707	898	862	1023
