ensembl	symbol	IPC-DMSO-A	IPC-DMSO-B	IPC-DMSO-C	IPC-DMSO-D	IPC-GiB-A	IPC-GiB-B	IPC-GiB-C
ENSG00000185955	SPACDR	16	13	0	16	12	11	10
ENSG00000185958	FAM186A	8	22	6	8	3	4	2
ENSG00000185960	SHOX	2	4	1	2	2	3	0
ENSG00000185963	BICD2	3793	5255	3170	4520	3113	3448	3491
ENSG00000185972	CCIN	0	1	0	0	0	0	0
ENSG00000185973	TMLHE	493	681	386	539	349	414	441
ENSG00000185974	GRK1	0	0	0	0	2	0	0
ENSG00000185985	SLITRK2	10	7	6	12	10	10	13
ENSG00000185988	PLK5	0	1	0	1	0	0	0
ENSG00000185989	RASA3	2864	3723	2356	3379	2023	2274	2290
ENSG00000186001	LRCH3	2068	2691	1593	2311	1570	1652	1851
ENSG00000186009	ATP4B	3	0	0	0	2	1	0
ENSG00000186010	NDUFA13	4656	6499	3742	5109	3298	3583	4320
ENSG00000186017	ZNF566	415	522	307	447	348	379	357
ENSG00000186020	ZNF529	539	737	460	637	402	464	495
ENSG00000186026	ZNF284	462	621	333	497	379	366	393
ENSG00000186047	DLEU7	0	0	0	2	0	0	0
ENSG00000186051	TAL2	4	0	1	3	0	1	1
ENSG00000186063	AIDA	5988	7946	4733	6801	4485	4865	4929
ENSG00000186073	CDIN1	579	770	409	627	426	503	494
ENSG00000186086	NBPF6	120	193	107	131	85	100	129
ENSG00000186088	GSAP	391	541	356	443	257	309	317
ENSG00000186092	OR4F5	0	1	4	3	0	2	0
ENSG00000186094	AGBL4	4	10	2	9	1	6	2
ENSG00000186103	ARGFX	2	2	2	2	1	2	2
ENSG00000186104	CYP2R1	124	244	152	163	109	97	111
ENSG00000186105	LRRC70	6	4	7	9	1	3	8
ENSG00000186106	ANKRD46	490	675	374	532	352	355	428
ENSG00000186111	PIP5K1C	3516	4821	2727	4074	2648	2826	2760
ENSG00000186118	TEX38	0	0	0	1	1	0	0
ENSG00000186130	ZBTB6	515	773	429	590	434	471	442
ENSG00000186132	C2orf76	270	380	199	302	190	193	229
ENSG00000186136	TAS2R42	1	0	0	0	0	0	0
ENSG00000186141	POLR3C	495	876	404	764	506	621	630
ENSG00000186146	DEFB131A	2	1	0	1	0	2	0
ENSG00000186150	UBL4B	0	1	0	0	0	0	0
ENSG00000186153	WWOX	134	144	100	134	56	70	132
ENSG00000186166	CENATAC	134	146	108	163	88	84	96
ENSG00000186174	BCL9L	3201	4428	2578	3978	2453	2575	2710
ENSG00000186184	POLR1D	2935	3824	2350	3193	2126	2330	2613
ENSG00000186185	KIF18B	2627	3355	2028	2979	1923	2121	2351
ENSG00000186187	ZNRF1	459	586	358	546	363	398	402
ENSG00000186188	FFAR4	1	2	0	2	2	1	0
ENSG00000186193	SAPCD2	1201	1667	918	1354	838	1027	987
ENSG00000186197	EDARADD	4	3	2	3	1	3	0
ENSG00000186198	SLC51B	0	2	0	0	0	0	0
ENSG00000186204	CYP4F12	0	0	0	0	0	1	0
ENSG00000186205	MTARC1	8	5	0	6	6	4	2
ENSG00000186222	BLOC1S4	444	608	338	485	294	336	441
ENSG00000186226	LCE1E	0	0	0	1	0	0	0
ENSG00000186230	ZNF749	277	378	224	279	204	221	265
ENSG00000186231	KLHL32	15	6	9	9	7	9	11
ENSG00000186260	MRTFB	621	1059	612	965	729	685	700
ENSG00000186265	BTLA	0	0	0	0	0	2	3
ENSG00000186272	ZNF17	245	288	157	223	189	162	223
ENSG00000186280	KDM4D	104	119	99	115	81	77	88
ENSG00000186281	GPAT2	6	7	3	0	3	0	2
ENSG00000186283	TOR3A	995	1366	791	1090	667	774	818
ENSG00000186297	GABRA5	273	355	244	341	223	224	246
ENSG00000186298	PPP1CC	5298	6871	4057	5904	3793	4127	4419
ENSG00000186300	ZNF555	205	272	175	231	164	135	161
ENSG00000186310	NAP1L3	1	3	2	4	0	0	2
ENSG00000186314	PRELID2	417	675	406	539	365	418	421
ENSG00000186318	BACE1	991	1302	805	1274	825	906	867
ENSG00000186326	RGS9BP	139	150	82	147	78	93	99
ENSG00000186329	TMEM212	112	140	89	136	64	78	90
ENSG00000186334	SLC36A3	0	1	0	0	0	0	0
ENSG00000186335	SLC36A2	2	0	3	6	0	0	3
ENSG00000186340	THBS2	67	70	49	97	50	63	53
ENSG00000186350	RXRA	927	1247	715	996	674	712	752
ENSG00000186352	ANKRD37	137	201	152	208	164	142	119
ENSG00000186364	NUDT17	103	196	86	166	98	125	114
ENSG00000186367	MINAR2	2	5	2	1	2	0	1
ENSG00000186376	ZNF75D	197	250	111	202	179	199	167
ENSG00000186395	KRT10	775	1016	566	774	525	599	697
ENSG00000186399	GOLGA8R	24	28	23	33	7	10	7
ENSG00000186407	CD300E	0	1	0	0	0	0	0
ENSG00000186409	CCDC30	69	72	38	72	48	54	68
ENSG00000186416	NKRF	1181	1567	910	1256	1044	1179	1214
ENSG00000186431	FCAR	7	4	4	6	3	2	7
ENSG00000186432	KPNA4	1099	1844	973	1360	987	954	1147
ENSG00000186446	ZNF501	49	52	25	47	23	34	24
ENSG00000186448	ZNF197	438	609	337	515	360	320	404
ENSG00000186451	SPATA12	20	30	10	18	21	15	21
ENSG00000186453	FAM228A	0	0	0	1	0	0	0
ENSG00000186462	NAP1L2	0	0	2	0	2	2	0
ENSG00000186468	RPS23	14661	19685	11156	15072	9977	11526	12721
ENSG00000186469	GNG2	3183	4469	2467	3572	2448	2540	2826
ENSG00000186470	BTN3A2	3355	4464	2732	3934	2549	2788	3025
ENSG00000186472	PCLO	450	626	384	515	328	378	423
ENSG00000186480	INSIG1	6948	9515	5975	8574	5200	5702	5911
ENSG00000186487	MYT1L	69	74	54	65	40	45	65
ENSG00000186496	ZNF396	48	61	32	44	39	35	31
ENSG00000186501	TMEM222	1212	1652	947	1331	910	896	999
ENSG00000186517	ARHGAP30	0	4	0	4	1	2	0
ENSG00000186522	SEPTIN10	3468	4714	2940	4207	2877	3032	3068
ENSG00000186523	FAM86B1	58	94	39	53	24	70	40
ENSG00000186529	CYP4F3	0	0	0	0	1	3	0
ENSG00000186532	SMYD4	696	921	551	803	562	574	643
ENSG00000186562	DEFB105A	3	4	4	2	1	0	4
ENSG00000186564	FOXD2	144	206	117	169	121	144	139
ENSG00000186566	GPATCH8	2173	3145	1883	2756	1916	2050	2034
ENSG00000186567	CEACAM19	16	17	14	16	9	14	16
ENSG00000186575	NF2	2474	3323	1823	2765	1811	1839	2254
ENSG00000186577	SMIM29	1613	2234	1356	1906	1170	1219	1375
ENSG00000186591	UBE2H	3210	4447	2832	3949	2566	2746	2671
ENSG00000186603	HPDL	1245	1578	899	1403	997	1130	1217
ENSG00000186625	KATNA1	805	1094	695	946	648	742	789
ENSG00000186628	FSD2	23	20	15	23	19	20	11
ENSG00000186635	ARAP1	4073	5532	3266	4760	3091	3178	3197
ENSG00000186638	KIF24	627	906	501	713	529	541	561
ENSG00000186642	PDE2A	3	3	0	1	1	0	1
ENSG00000186645	SPDYE17	1	3	0	2	0	0	0
ENSG00000186648	CARMIL3	55	65	32	38	47	25	48
ENSG00000186652	PRG2	0	0	0	0	1	0	1
ENSG00000186654	PRR5	559	769	440	586	378	459	480
ENSG00000186660	ZFP91	6099	8396	4908	7419	5294	5539	5730
ENSG00000186665	C17orf58	417	529	315	460	260	326	312
ENSG00000186666	BCDIN3D	249	324	165	267	177	206	231
ENSG00000186684	CYP27C1	39	53	46	53	29	26	34
ENSG00000186687	LYRM7	1510	2002	1317	1784	1282	1414	1427
ENSG00000186710	CFAP73	6	8	2	7	0	4	4
ENSG00000186714	CCDC73	0	1	1	1	0	0	1
ENSG00000186716	BCR	1688	2288	1351	2119	1402	1482	1507
ENSG00000186723	OR10H1	45	73	44	51	32	42	47
ENSG00000186765	FSCN2	2	7	5	1	2	0	0
ENSG00000186767	SPIN4	344	432	281	378	248	290	303
ENSG00000186777	ZNF732	2	10	2	4	4	3	9
ENSG00000186787	SPIN2B	241	354	186	232	173	190	204
ENSG00000186790	FOXE3	0	1	0	2	2	1	0
ENSG00000186792	HYAL3	133	227	97	165	107	131	116
ENSG00000186806	VSIG10L	63	72	42	50	39	34	28
ENSG00000186812	ZNF397	370	463	364	386	285	277	273
ENSG00000186814	ZSCAN30	177	246	143	232	133	131	135
ENSG00000186815	TPCN1	1850	2508	1507	2294	1469	1558	1636
ENSG00000186818	LILRB4	0	0	1	0	0	0	0
ENSG00000186827	TNFRSF4	0	1	0	2	0	0	0
ENSG00000186834	HEXIM1	3335	4415	2331	3257	2225	2589	3061
ENSG00000186838	SELENOV	1	2	1	1	4	1	1
ENSG00000186854	TRABD2A	187	275	177	282	195	177	194
ENSG00000186862	PDZD7	136	200	103	165	110	148	79
ENSG00000186866	POFUT2	872	1194	668	1076	753	828	774
ENSG00000186867	QRFPR	1	0	0	0	1	0	3
ENSG00000186868	MAPT	153	208	141	178	118	118	116
ENSG00000186871	ERCC6L	1049	1598	907	1369	944	1001	1024
ENSG00000186889	TMEM17	158	194	146	197	133	142	118
ENSG00000186891	TNFRSF18	0	1	0	0	0	0	0
ENSG00000186897	C1QL4	178	181	133	178	111	114	109
ENSG00000186907	RTN4RL2	230	287	195	232	147	132	151
ENSG00000186908	ZDHHC17	834	1200	710	971	638	717	756
ENSG00000186912	P2RY4	2	4	0	1	1	0	0
ENSG00000186918	ZNF395	1720	2191	1455	2256	1375	1573	1515
ENSG00000186919	ZACN	0	0	3	0	3	0	0
ENSG00000186951	PPARA	1190	1641	1096	1464	1051	1010	1104
ENSG00000186952	TMEM232	0	6	2	3	4	1	9
ENSG00000186970	KRTAP15-1	1	1	0	0	0	0	0
ENSG00000186976	EFCAB6	7	3	2	1	1	0	2
ENSG00000186994	KANK3	5	16	8	15	10	8	13
ENSG00000186998	EMID1	5	0	2	2	0	1	7
ENSG00000187003	ACTL7A	0	0	1	0	0	1	0
ENSG00000187010	RHD	21	20	13	15	8	7	10
ENSG00000187017	ESPN	3	5	2	5	12	10	5
ENSG00000187024	PTRH1	374	545	294	476	273	300	309
ENSG00000187026	KRTAP21-2	0	0	0	0	1	0	0
ENSG00000187037	GPR141	0	1	0	0	0	1	0
ENSG00000187045	TMPRSS6	0	3	0	1	1	0	1
ENSG00000187048	CYP4A11	0	0	1	0	0	3	0
ENSG00000187049	TMEM216	47	52	36	53	30	26	41
ENSG00000187051	RPS19BP1	2100	2539	1534	2057	1409	1597	1833
ENSG00000187068	C3orf70	576	686	455	603	427	479	470
ENSG00000187079	TEAD1	5185	7244	4419	6537	4503	4708	4742
ENSG00000187091	PLCD1	365	515	328	507	307	359	329
ENSG00000187094	CCK	0	0	1	0	0	1	0
ENSG00000187097	ENTPD5	680	1018	577	811	594	640	586
ENSG00000187098	MITF	17704	24804	14837	21524	15195	16153	17108
ENSG00000187105	HEATR4	15	10	7	17	6	6	8
ENSG00000187109	NAP1L1	17151	21651	13573	19420	12740	14044	14490
ENSG00000187118	CMC1	506	636	428	514	338	399	405
ENSG00000187122	SLIT1	7	8	3	1	1	0	3
ENSG00000187123	LYPD6	11	7	6	15	9	11	8
ENSG00000187134	AKR1C1	13	11	11	19	9	8	17
ENSG00000187135	VSTM2B	28	40	26	26	21	27	20
ENSG00000187140	FOXD3	702	943	578	773	509	540	558
ENSG00000187147	RNF220	574	1006	439	659	499	533	638
ENSG00000187164	SHTN1	978	1591	844	1232	876	879	961
ENSG00000187186	NA	57	64	46	60	34	39	48
ENSG00000187187	ZNF546	121	114	93	91	62	72	60
ENSG00000187189	TSPYL4	567	890	490	727	461	517	516
ENSG00000187193	MT1X	357	466	266	376	242	317	433
ENSG00000187210	GCNT1	16	40	24	28	18	22	22
ENSG00000187231	SESTD1	673	893	592	881	544	703	626
ENSG00000187239	FNBP1	1037	1331	942	1250	899	968	934
ENSG00000187240	DYNC2H1	1067	1540	938	1402	1024	996	1127
ENSG00000187242	KRT12	14	12	9	9	2	8	10
ENSG00000187243	MAGED4B	192	316	191	252	156	127	215
ENSG00000187244	BCAM	93	110	55	74	51	52	64
ENSG00000187257	RSBN1L	2137	2489	1591	2223	1658	1706	1838
ENSG00000187260	WDR86	0	0	0	0	0	0	1
ENSG00000187266	EPOR	340	552	347	456	290	335	323
ENSG00000187268	FAM9C	0	0	0	2	0	0	0
ENSG00000187288	CIDEC	0	1	0	1	1	0	0
ENSG00000187325	TAF9B	1378	1869	1110	1638	1107	1141	1231
ENSG00000187372	PCDHB13	23	36	18	37	20	12	25
ENSG00000187391	MAGI2	272	344	207	285	205	206	236
ENSG00000187398	LUZP2	0	2	1	1	3	0	0
ENSG00000187416	LHFPL3	16	15	0	8	7	13	12
ENSG00000187446	CHP1	7164	9969	6010	8815	5502	5978	5823
ENSG00000187475	H1-6	0	0	0	0	1	0	0
ENSG00000187479	C11orf96	568	637	411	609	389	448	385
ENSG00000187486	KCNJ11	9	13	6	14	7	7	6
ENSG00000187492	CDHR4	33	43	30	25	17	33	27
ENSG00000187498	COL4A1	1105	1597	876	1306	831	841	923
ENSG00000187514	PTMA	57356	72844	47490	65608	42306	47842	49896
ENSG00000187516	H2AP	0	1	0	2	0	0	0
ENSG00000187522	HSPA14	743	918	526	761	559	563	598
ENSG00000187531	SIRT7	612	738	484	615	454	551	601
ENSG00000187533	PRR27	0	0	0	0	1	0	0
ENSG00000187535	IFT140	203	209	129	190	114	112	190
ENSG00000187537	POTEG	0	0	2	0	0	0	0
ENSG00000187546	AGMO	20	30	12	15	14	27	16
ENSG00000187550	SBK2	0	1	0	0	0	0	1
ENSG00000187553	CYP26C1	4	19	9	16	11	5	7
ENSG00000187554	TLR5	1	7	5	4	6	2	3
ENSG00000187555	USP7	2748	3739	2276	3529	2246	2434	2425
ENSG00000187556	NANOS3	2	6	0	0	0	0	0
ENSG00000187559	FOXD4L3	0	0	5	1	1	0	0
ENSG00000187566	NHLRC1	178	191	116	156	116	137	157
ENSG00000187581	COX8C	0	1	1	0	0	0	1
ENSG00000187583	PLEKHN1	372	518	320	456	302	303	328
ENSG00000187595	ZNF385C	2	1	0	1	4	0	3
ENSG00000187601	MAGEH1	256	349	185	282	148	210	202
ENSG00000187605	TET3	716	1045	603	917	574	645	702
ENSG00000187607	ZNF286A	303	466	277	373	258	286	322
ENSG00000187608	ISG15	532	719	445	580	408	445	398
ENSG00000187609	EXD3	140	182	112	134	101	99	109
ENSG00000187624	C17orf97	17	35	12	18	19	10	19
ENSG00000187626	ZKSCAN4	242	328	229	254	207	212	259
ENSG00000187627	RGPD1	3	39	40	0	0	11	2
ENSG00000187630	DHRS4L2	320	403	249	358	252	303	305
ENSG00000187634	SAMD11	0	2	2	3	3	0	3
ENSG00000187642	PERM1	3	17	14	8	12	11	16
ENSG00000187650	VMAC	153	177	122	150	142	122	135
ENSG00000187658	C5orf52	0	1	0	1	0	0	0
ENSG00000187664	HAPLN4	112	103	92	102	80	64	85
ENSG00000187676	B3GLCT	571	776	458	596	385	461	463
ENSG00000187678	SPRY4	6126	8345	4838	6994	4253	4639	4485
ENSG00000187682	ERAS	0	0	0	1	0	0	1
ENSG00000187688	TRPV2	9617	12528	7382	10782	7149	7761	7767
ENSG00000187690	EZHIP	1	0	0	1	2	1	1
ENSG00000187699	C2orf88	632	790	480	698	476	473	511
ENSG00000187713	TMEM203	882	1147	719	1022	571	690	796
ENSG00000187715	KBTBD12	86	73	68	100	59	58	53
ENSG00000187720	THSD4	0	0	0	2	0	1	1
ENSG00000187726	DNAJB13	3	1	2	0	0	4	2
ENSG00000187735	TCEA1	6215	8255	4840	6862	4706	5295	5445
ENSG00000187736	NHEJ1	1003	1436	864	1085	791	910	1061
ENSG00000187741	FANCA	968	1300	751	1111	712	729	875
ENSG00000187742	SECISBP2	988	1318	782	1072	770	814	905
ENSG00000187747	OR52B6	0	0	0	0	1	0	0
ENSG00000187753	C9orf153	2	2	2	0	0	2	0
ENSG00000187764	SEMA4D	19	12	7	8	7	7	4
ENSG00000187773	DIPK1C	40	57	31	59	32	18	29
ENSG00000187775	DNAH17	0	0	0	2	0	8	1
ENSG00000187778	MCRS1	1789	2391	1410	2046	1272	1476	1653
ENSG00000187783	TMEM72	0	0	0	0	1	0	0
ENSG00000187790	FANCM	562	619	377	621	372	372	427
ENSG00000187792	ZNF70	424	527	330	449	326	330	373
ENSG00000187796	CARD9	1	0	0	0	0	0	0
ENSG00000187801	ZFP69B	67	95	49	52	40	50	66
ENSG00000187808	SOWAHD	1	2	4	3	3	4	4
ENSG00000187815	ZFP69	174	268	171	225	146	152	171
ENSG00000187821	HELT	0	0	1	1	0	0	2
ENSG00000187823	RTL4	1	0	0	0	0	0	0
ENSG00000187824	TMEM220	79	119	57	140	55	71	82
ENSG00000187833	C2orf78	2	2	0	0	0	0	0
ENSG00000187837	H1-2	261	380	201	262	202	198	214
ENSG00000187838	PLSCR3	403	552	335	468	320	304	276
ENSG00000187840	EIF4EBP1	5496	7615	4427	6357	4059	4270	4795
ENSG00000187848	P2RX2	1	0	0	0	0	0	0
ENSG00000187857	OR6C75	0	1	0	0	1	0	0
ENSG00000187860	CCDC157	150	174	123	206	93	148	141
ENSG00000187862	TTC24	0	0	2	0	0	0	0
ENSG00000187866	PABIR1	463	718	352	529	377	374	485
ENSG00000187867	PALM3	47	46	32	43	29	16	25
ENSG00000187871	GFRAL	0	4	0	4	2	0	2
ENSG00000187902	SHISA7	47	60	36	52	34	35	43
ENSG00000187905	LRRC74B	0	10	7	4	0	0	3
ENSG00000187908	DMBT1	0	0	0	1	0	0	0
ENSG00000187912	CLEC17A	12	11	11	10	4	9	5
ENSG00000187918	OR51I2	0	0	0	2	0	0	1
ENSG00000187942	LDLRAD2	26	29	19	29	27	13	11
ENSG00000187944	C2orf66	5	4	2	2	1	7	2
ENSG00000187950	OVCH1	1	1	2	2	2	0	0
ENSG00000187954	ZFTRAF1	863	1118	691	926	621	604	724
ENSG00000187955	COL14A1	10	17	10	13	3	7	5
ENSG00000187957	DNER	787	968	617	877	580	638	692
ENSG00000187959	CPSF4L	0	2	0	0	0	0	1
ENSG00000187961	KLHL17	1525	1883	1165	1696	1090	1202	1235
ENSG00000187980	PLA2G2C	3	1	1	2	0	0	1
ENSG00000187987	ZSCAN23	3	0	4	5	8	5	5
ENSG00000187994	RINL	786	1032	645	914	567	712	682
ENSG00000188000	OR7D2	5	5	4	4	3	0	3
ENSG00000188001	TPRG1	1	1	0	4	1	1	4
ENSG00000188010	MORN2	276	341	220	288	199	211	252
ENSG00000188011	RTP5	0	0	0	0	0	0	1
ENSG00000188015	S100A3	14	16	14	16	10	10	13
ENSG00000188021	UBQLN2	1699	2399	1398	2116	1441	1534	1609
ENSG00000188026	RILPL1	827	1064	695	1008	649	707	711
ENSG00000188032	C19orf67	1	1	2	1	1	0	2
ENSG00000188033	ZNF490	430	575	317	478	292	297	360
ENSG00000188038	NRN1L	0	1	3	0	3	1	0
ENSG00000188039	NWD1	1	5	0	2	0	1	0
ENSG00000188042	ARL4C	448	555	353	535	310	294	360
ENSG00000188050	RNF133	3	5	4	2	3	1	1
ENSG00000188051	TMEM221	3	3	4	12	5	1	1
ENSG00000188060	RAB42	63	85	61	87	58	50	74
ENSG00000188064	WNT7B	31	32	15	27	22	23	19
ENSG00000188070	ZFTA	829	1150	548	926	617	683	800
ENSG00000188092	GPR89B	109	165	87	217	165	80	120
ENSG00000188095	MESP2	2	6	2	9	3	5	5
ENSG00000188107	EYS	1	5	3	6	3	4	3
ENSG00000188112	C6orf132	10	0	11	10	7	7	12
ENSG00000188124	OR2AG2	10	9	9	7	7	8	9
ENSG00000188130	MAPK12	793	1151	709	984	607	616	667
ENSG00000188152	NUTM2G	63	90	38	55	34	39	56
ENSG00000188153	COL4A5	0	0	0	0	1	0	0
ENSG00000188157	AGRN	1601	2035	1275	1794	1062	1093	1190
ENSG00000188163	FAM166A	0	0	0	0	1	0	0
ENSG00000188167	TMPPE	40	70	39	74	46	47	57
ENSG00000188171	ZNF626	58	88	56	62	46	36	59
ENSG00000188175	HEPACAM2	0	4	0	2	1	0	0
ENSG00000188176	SMTNL2	0	0	0	2	0	0	0
ENSG00000188177	ZC3H6	162	247	204	296	200	205	143
ENSG00000188186	LAMTOR4	2090	2635	1605	2261	1434	1698	1970
ENSG00000188191	PRKAR1B	128	198	101	136	97	107	135
ENSG00000188199	NUTM2B	105	99	81	90	64	54	63
ENSG00000188211	NCR3LG1	625	960	544	845	639	634	657
ENSG00000188215	DCUN1D3	384	519	344	447	278	267	385
ENSG00000188227	ZNF793	123	161	112	156	89	97	91
ENSG00000188229	TUBB4B	12862	17396	9647	14171	9437	10218	10935
ENSG00000188234	AGAP4	309	430	247	348	237	240	276
ENSG00000188243	COMMD6	505	577	402	471	329	312	401
ENSG00000188257	PLA2G2A	0	0	0	1	0	0	0
ENSG00000188266	HYKK	148	144	101	152	90	111	98
ENSG00000188277	C15orf62	45	53	26	50	53	31	30
ENSG00000188283	ZNF383	741	919	593	857	612	574	671
ENSG00000188290	HES4	95	119	59	113	64	67	91
ENSG00000188295	ZNF669	160	191	94	150	116	112	132
ENSG00000188305	PEAK3	14	23	17	27	7	9	17
ENSG00000188306	LRRIQ4	0	0	0	0	1	2	0
ENSG00000188312	CENPP	491	656	387	467	341	430	476
ENSG00000188313	PLSCR1	1245	1748	1067	1420	1096	1167	1286
ENSG00000188315	C3orf62	101	145	101	150	96	99	125
ENSG00000188316	ENO4	7	7	5	8	6	4	9
ENSG00000188321	ZNF559	560	729	447	615	384	455	496
ENSG00000188322	SBK1	19	7	9	20	9	12	8
ENSG00000188324	OR6C6	1	0	1	0	0	0	1
ENSG00000188338	SLC38A3	0	0	0	1	0	0	1
ENSG00000188342	GTF2F2	1650	2184	1327	1844	1277	1313	1504
ENSG00000188343	CIBAR1	427	697	381	438	337	332	391
ENSG00000188352	FOCAD	985	1639	1103	1425	1067	1117	1064
ENSG00000188368	PRR19	50	74	23	49	32	48	47
ENSG00000188372	ZP3	37	38	37	42	19	36	42
ENSG00000188394	GPR21	1	0	0	0	0	0	0
ENSG00000188396	DYNLT4	11	8	3	10	7	9	3
ENSG00000188404	SELL	19	22	15	16	16	16	15
ENSG00000188419	CHM	1755	2558	1381	2099	1551	1635	1564
ENSG00000188428	BLOC1S5	463	621	375	551	343	416	402
ENSG00000188452	CERKL	7	2	4	5	2	0	5
ENSG00000188467	SLC24A5	5035	7279	3969	5881	4084	4231	4741
ENSG00000188483	IER5L	443	573	371	506	332	373	358
ENSG00000188486	H2AX	3643	4981	2792	4107	2526	2758	2931
ENSG00000188487	INSC	0	0	1	0	2	0	0
ENSG00000188488	SERPINA5	0	0	0	2	0	0	0
ENSG00000188493	C19orf54	747	939	586	898	578	638	653
ENSG00000188501	LCTL	132	121	79	108	60	74	95
ENSG00000188505	NCCRP1	3	3	1	4	6	0	2
ENSG00000188517	COL25A1	30	67	43	50	35	44	39
ENSG00000188522	FAM83G	518	712	447	623	423	453	473
ENSG00000188523	CFAP77	3	2	3	2	0	2	2
ENSG00000188529	SRSF10	4350	5698	3369	4688	3286	3523	3876
ENSG00000188536	HBA2	0	0	5	0	0	0	0
ENSG00000188542	DUSP28	138	205	117	166	118	115	130
ENSG00000188549	CCDC9B	1204	1867	1021	1658	1029	1207	1336
ENSG00000188554	NBR1	3462	4932	2986	4369	2889	3085	3301
ENSG00000188558	OR2G6	11	20	5	12	11	12	6
ENSG00000188559	RALGAPA2	447	627	413	521	374	446	407
ENSG00000188566	NDOR1	2031	2625	1574	2221	1479	1542	1637
ENSG00000188573	FBLL1	81	123	57	87	57	68	74
ENSG00000188580	NKAIN2	1	0	0	0	0	0	0
ENSG00000188582	PAQR9	2	0	2	4	4	3	2
ENSG00000188596	CFAP54	49	117	67	85	62	55	56
ENSG00000188603	CLN3	1856	2523	1497	2133	1429	1524	1672
ENSG00000188610	FAM72B	1477	2023	1281	1803	1101	1195	1305
ENSG00000188611	ASAH2	66	78	64	70	41	72	58
ENSG00000188612	SUMO2	7094	9080	5674	7823	4934	5495	6159
ENSG00000188613	NANOS1	136	197	115	174	87	107	140
ENSG00000188620	HMX3	2	5	1	5	1	1	5
ENSG00000188626	GOLGA8M	0	1	1	0	0	0	1
ENSG00000188629	ZNF177	42	44	26	22	23	22	38
ENSG00000188636	RTL6	1238	1717	936	1429	946	1086	1160
ENSG00000188641	DPYD	183	184	117	185	127	127	140
ENSG00000188643	S100A16	617	743	481	717	397	417	468
ENSG00000188647	PTAR1	3113	4417	2627	3767	2604	2628	2768
ENSG00000188649	CC2D2B	0	5	5	2	2	4	3
ENSG00000188659	SAXO2	6	15	6	7	3	0	13
ENSG00000188672	RHCE	5	10	4	4	1	3	7
ENSG00000188677	PARVB	4381	5419	3263	4693	3082	3381	3413
ENSG00000188687	SLC4A5	20	18	14	1	6	19	12
ENSG00000188690	UROS	1244	1622	1081	1441	918	1032	1051
ENSG00000188706	ZDHHC9	1959	2475	1494	2261	1485	1616	1505
ENSG00000188710	QRFP	20	23	17	14	10	12	17
ENSG00000188725	SMIM15	1969	2686	1561	2105	1440	1570	1626
ENSG00000188729	OSTN	1	0	0	0	0	0	0
ENSG00000188732	FAM221A	151	242	118	203	120	135	132
ENSG00000188735	TMEM120B	1730	2120	1276	1907	1368	1332	1495
ENSG00000188738	FSIP2	2	7	8	5	6	1	8
ENSG00000188739	RBM34	1148	1331	912	1219	857	937	999
ENSG00000188747	NOXA1	29	28	32	24	23	16	31
ENSG00000188760	TMEM198	144	198	109	159	90	103	108
ENSG00000188761	BCL2L15	0	12	9	3	10	0	0
ENSG00000188763	FZD9	220	319	194	244	153	177	193
ENSG00000188766	SPRED3	10	20	16	24	15	15	6
ENSG00000188770	OPTC	0	1	0	1	0	0	0
ENSG00000188779	SKOR1	2	5	5	7	3	3	1
ENSG00000188783	PRELP	20	36	25	34	18	18	14
ENSG00000188785	ZNF548	522	595	393	545	420	389	444
ENSG00000188786	MTF1	982	1409	834	1176	804	817	848
ENSG00000188807	TMEM201	2392	3106	1815	2616	1750	1989	1976
ENSG00000188811	NHLRC3	1323	1821	1063	1538	1012	988	1141
ENSG00000188816	HMX2	18	22	13	12	20	9	22
ENSG00000188817	SNTN	3	1	3	0	1	1	1
ENSG00000188818	ZDHHC11	11	13	4	12	5	14	9
ENSG00000188820	CALHM6	138	148	98	136	86	110	112
ENSG00000188822	CNR2	52	53	37	44	34	24	43
ENSG00000188827	SLX4	599	818	412	655	406	497	503
ENSG00000188833	ENTPD8	0	0	0	1	0	0	0
ENSG00000188846	RPL14	4262	7225	3508	4978	3530	3580	4307
ENSG00000188859	FAM78B	180	211	153	220	136	188	149
ENSG00000188868	ZNF563	1	6	1	6	5	5	4
ENSG00000188869	TMC3	14	17	3	6	6	7	1
ENSG00000188878	FBF1	187	252	120	219	142	163	169
ENSG00000188883	KLRG2	3	3	2	4	3	6	2
ENSG00000188886	ASTL	2	1	1	1	3	2	3
ENSG00000188895	MSL1	2534	3356	1848	2635	1786	1956	2191
ENSG00000188897	NA	16	17	9	17	2	4	3
ENSG00000188906	LRRK2	425	498	326	516	394	356	317
ENSG00000188910	GJB3	1	0	0	1	0	0	0
ENSG00000188916	INSYN2A	2	2	1	0	0	2	2
ENSG00000188917	TRMT2B	1036	1361	830	1118	769	846	930
ENSG00000188921	HACD4	263	352	224	334	233	222	233
ENSG00000188931	CFAP126	35	45	40	47	25	37	38
ENSG00000188937	NYX	0	0	0	1	0	1	0
ENSG00000188938	FAM120AOS	528	736	506	706	417	376	459
ENSG00000188958	UTS2B	17	10	6	19	4	17	19
ENSG00000188959	C9orf152	6	8	1	5	4	2	4
ENSG00000188976	NOC2L	7208	9539	5473	7953	5345	5979	6482
ENSG00000188981	MSANTD1	4	9	2	3	1	0	4
ENSG00000188986	NELFB	3506	4576	2586	3832	2471	2677	2936
