ensembl	symbol	D15-shGCN2-5BM	D15-shGCN2-5NM	D15-shGCN2-6BM	D15-shGCN2-6NM	D15-shScr-1BM	D15-shScr-1L1	D15-shScr-1R1	D15-shScr-2L1
ENSG00000204120	GIGYF2	1134	1304	1365	828	823	613	637	601
ENSG00000204128	C2orf72	10	25	8	2	5	0	0	15
ENSG00000204130	RUFY2	278	311	407	257	251	114	199	173
ENSG00000204131	NHSL2	29	41	32	56	2	5	3	2
ENSG00000204136	GGTA1	0	0	0	0	0	1	0	1
ENSG00000204138	PHACTR4	894	1006	1078	717	795	645	713	582
ENSG00000204140	CLPSL1	1	0	0	1	3	2	2	4
ENSG00000204147	ASAH2B	254	216	205	173	134	170	164	160
ENSG00000204149	AGAP6	121	130	83	122	103	121	159	100
ENSG00000204152	TIMM23B	192	176	286	202	210	187	166	193
ENSG00000204160	ZDHHC18	603	726	848	616	498	350	474	441
ENSG00000204161	TMEM273	2	2	0	0	0	1	0	0
ENSG00000204165	CXorf65	1	0	0	0	0	0	2	0
ENSG00000204172	AGAP9	148	163	115	129	135	172	215	81
ENSG00000204174	NPY4R	8	2	2	4	4	1	0	2
ENSG00000204175	GPRIN2	0	0	0	0	2	0	0	0
ENSG00000204176	SYT15	79	72	71	44	45	71	52	38
ENSG00000204178	MACO1	419	560	580	505	479	453	441	510
ENSG00000204179	PTPN20	1	0	1	0	1	0	0	0
ENSG00000204186	ZDBF2	199	356	271	203	247	170	185	183
ENSG00000204195	AWAT1	0	0	0	0	0	0	0	0
ENSG00000204209	DAXX	1756	1869	2104	1569	1199	960	1120	1141
ENSG00000204217	BMPR2	730	739	562	646	606	572	465	521
ENSG00000204219	TCEA3	21	11	11	13	7	11	5	24
ENSG00000204220	PFDN6	1851	2234	1877	1840	1356	1397	1330	1715
ENSG00000204227	RING1	1150	1422	1407	1142	1014	892	993	1122
ENSG00000204228	HSD17B8	163	208	229	221	212	71	164	84
ENSG00000204231	RXRB	1001	1169	1103	1031	786	728	815	837
ENSG00000204237	OXLD1	143	163	200	195	129	160	92	156
ENSG00000204248	COL11A2	94	122	92	82	99	145	125	80
ENSG00000204252	HLA-DOA	1	0	1	0	3	6	0	4
ENSG00000204256	BRD2	351	644	621	226	225	91	274	85
ENSG00000204257	HLA-DMA	77	83	60	55	93	71	27	62
ENSG00000204262	COL5A2	2606	2070	1854	1909	2155	2039	1312	1595
ENSG00000204264	PSMB8	1162	1275	1358	1201	820	838	835	910
ENSG00000204267	TAP2	1547	1592	1771	1399	916	900	1307	979
ENSG00000204271	SPIN3	331	338	386	307	271	157	202	216
ENSG00000204272	NBDY	818	836	759	685	535	575	554	824
ENSG00000204279	PAGE3	0	1	0	0	0	0	0	1
ENSG00000204287	HLA-DRA	87	66	34	20	94	125	12	148
ENSG00000204291	COL15A1	101	17	24	16	34	16	21	14
ENSG00000204296	TSBP1	3	0	1	3	6	5	2	4
ENSG00000204301	NOTCH4	12	2	34	28	5	24	22	14
ENSG00000204304	PBX2	2371	2485	2371	2086	1348	1439	1503	1433
ENSG00000204305	AGER	20	12	5	6	10	2	9	5
ENSG00000204308	RNF5	947	1297	1114	1223	1119	938	1002	1256
ENSG00000204310	AGPAT1	1479	1637	1775	1309	1042	862	706	1011
ENSG00000204311	PJVK	22	32	31	34	15	25	16	27
ENSG00000204314	PRRT1	24	35	44	39	9	24	32	21
ENSG00000204315	FKBPL	154	111	128	98	94	126	76	126
ENSG00000204316	MRPL38	1287	1310	1557	1344	865	729	734	977
ENSG00000204323	SMIM5	16	5	5	9	10	7	9	20
ENSG00000204334	ERICH2	9	22	20	18	20	4	5	10
ENSG00000204335	SP5	0	0	0	0	1	0	0	2
ENSG00000204344	STK19	153	55	222	130	120	98	122	108
ENSG00000204347	BTBD17	0	0	0	0	0	0	0	0
ENSG00000204348	DXO	266	293	346	242	139	106	126	180
ENSG00000204351	SKIV2L	864	963	1015	791	613	325	403	398
ENSG00000204356	NELFE	1709	2052	2206	2075	1645	1070	1316	1570
ENSG00000204361	NXPE2	0	0	0	1	2	0	1	0
ENSG00000204366	ZBTB12	275	412	335	240	243	175	177	214
ENSG00000204370	SDHD	1688	2231	2167	1882	1478	1050	1132	1275
ENSG00000204371	EHMT2	886	1101	1068	723	653	432	514	523
ENSG00000204379	XAGE1A	4138	5136	4769	4427	3754	3137	2400	4725
ENSG00000204381	LAYN	12	2	0	2	3	0	4	2
ENSG00000204382	XAGE1B	0	0	8	5	143	0	0	0
ENSG00000204385	SLC44A4	9	13	10	4	1	4	0	5
ENSG00000204386	NEU1	299	333	350	304	266	195	198	282
ENSG00000204388	HSPA1B	2922	6366	4520	3913	10914	1165	12497	2594
ENSG00000204389	HSPA1A	2428	5864	4295	3623	10340	1099	10743	2284
ENSG00000204390	HSPA1L	20	22	15	24	25	14	20	20
ENSG00000204392	LSM2	521	670	552	594	447	317	396	470
ENSG00000204394	VARS1	3810	3915	4398	3215	2384	2029	2148	2620
ENSG00000204396	VWA7	33	49	62	35	22	26	17	26
ENSG00000204397	CARD16	0	0	0	0	1	9	1	0
ENSG00000204406	MBD5	100	157	140	134	91	81	87	73
ENSG00000204410	MSH5	62	62	27	61	43	43	62	37
ENSG00000204420	MPIG6B	2	4	1	2	1	1	5	1
ENSG00000204421	LY6G6C	0	0	1	0	0	0	0	0
ENSG00000204427	ABHD16A	268	251	252	256	169	147	161	218
ENSG00000204428	LY6G5C	7	1	7	2	3	3	1	3
ENSG00000204435	CSNK2B	1803	2121	2204	1996	1527	1194	1321	1676
ENSG00000204438	GPANK1	888	874	927	773	662	641	581	807
ENSG00000204439	C6orf47	461	498	391	398	270	264	202	305
ENSG00000204442	NALF1	748	650	730	488	376	479	268	596
ENSG00000204444	APOM	15	14	18	20	20	11	5	13
ENSG00000204449	TRIM49C	0	1	0	0	0	0	0	0
ENSG00000204450	TRIM64	2	0	0	1	0	0	0	0
ENSG00000204463	BAG6	4418	5701	6460	4437	3565	2251	2734	3178
ENSG00000204469	PRRC2A	4722	5783	5969	4082	3239	2235	2804	2892
ENSG00000204472	AIF1	26	18	23	41	48	20	49	26
ENSG00000204475	NCR3	0	0	0	0	0	4	0	1
ENSG00000204478	PRAMEF20	1	0	3	0	0	0	0	0
ENSG00000204481	PRAMEF14	0	0	0	0	2	0	0	0
ENSG00000204482	LST1	0	0	2	4	3	3	1	2
ENSG00000204498	NFKBIL1	429	658	638	541	528	317	450	448
ENSG00000204501	PRAMEF15	1	0	0	0	0	0	0	0
ENSG00000204505	PRAMEF9	0	2	0	0	0	0	3	0
ENSG00000204510	PRAMEF7	2	4	4	5	0	0	0	0
ENSG00000204511	MCCD1	1	0	0	0	0	1	0	0
ENSG00000204514	ZNF814	260	295	257	235	228	317	190	187
ENSG00000204516	MICB	177	184	269	192	146	76	199	103
ENSG00000204519	ZNF551	277	252	308	173	233	120	104	157
ENSG00000204520	MICA	256	281	268	243	220	113	308	147
ENSG00000204524	ZNF805	167	213	189	158	165	139	124	136
ENSG00000204525	HLA-C	2915	3646	3606	3614	3132	3454	3373	3392
ENSG00000204531	POU5F1	27	23	14	22	33	34	36	23
ENSG00000204532	ZSCAN5C	1	2	0	1	0	0	0	0
ENSG00000204536	CCHCR1	283	374	431	326	200	193	205	244
ENSG00000204538	PSORS1C2	7	4	6	7	9	1	9	5
ENSG00000204539	CDSN	0	2	0	0	2	0	0	0
ENSG00000204540	PSORS1C1	11	12	6	1	5	9	9	8
ENSG00000204542	C6orf15	2	1	2	3	0	0	3	0
ENSG00000204544	MUC21	0	1	0	1	0	0	0	0
ENSG00000204560	DHX16	944	1083	1298	904	729	477	539	608
ENSG00000204564	C6orf136	220	282	268	219	169	155	241	173
ENSG00000204568	MRPS18B	1660	1911	2100	1838	1379	815	1233	1260
ENSG00000204569	PPP1R10	1507	1618	1539	1243	691	1013	709	1078
ENSG00000204572	KRTAP5-10	0	1	0	2	0	0	2	0
ENSG00000204574	ABCF1	2783	2914	3226	2629	2161	1586	1854	1868
ENSG00000204576	PRR3	332	396	442	355	240	147	161	184
ENSG00000204577	LILRB3	6	13	9	15	10	16	15	4
ENSG00000204580	DDR1	1885	2155	2075	1738	1927	1679	1164	1897
ENSG00000204583	LRCOL1	0	0	0	0	0	0	0	0
ENSG00000204590	GNL1	1916	2135	2212	1914	1374	1049	1155	1360
ENSG00000204592	HLA-E	2156	2999	3432	3001	2158	1278	1785	1650
ENSG00000204595	DPRX	0	0	0	1	0	1	3	0
ENSG00000204599	TRIM39	265	304	372	260	222	170	191	197
ENSG00000204604	ZNF468	147	147	166	121	134	96	115	129
ENSG00000204611	ZNF616	132	135	158	88	95	87	54	90
ENSG00000204616	TRIM31	1	0	2	1	4	0	0	0
ENSG00000204618	RNF39	31	44	58	25	47	10	17	17
ENSG00000204619	PPP1R11	1058	1191	1151	1003	786	587	737	831
ENSG00000204624	DISP3	0	2	1	0	3	0	2	0
ENSG00000204628	RACK1	35112	49638	51990	39853	36929	21313	24609	34052
ENSG00000204632	HLA-G	61	211	175	263	253	39	355	101
ENSG00000204634	TBC1D8	203	308	311	256	252	236	201	216
ENSG00000204642	HLA-F	65	75	65	172	97	122	165	74
ENSG00000204644	ZFP57	0	1	0	0	0	0	1	0
ENSG00000204653	ASPDH	0	1	0	0	0	0	0	0
ENSG00000204655	MOG	0	4	0	0	0	2	2	0
ENSG00000204657	OR2H2	6	7	7	12	13	5	11	4
ENSG00000204659	CBY3	0	0	0	0	0	4	0	0
ENSG00000204669	C9orf57	0	1	0	0	0	0	0	0
ENSG00000204673	AKT1S1	3656	3634	4080	2969	2347	2164	1595	2577
ENSG00000204681	GABBR1	194	239	212	178	255	169	288	230
ENSG00000204688	OR2H1	0	0	0	0	0	0	0	0
ENSG00000204694	OR11A1	0	0	0	0	0	1	0	1
ENSG00000204695	OR14J1	38	59	31	24	44	57	60	33
ENSG00000204700	OR2J2	0	1	0	0	0	0	0	0
ENSG00000204701	OR2J3	1	0	0	0	0	0	0	0
ENSG00000204703	OR2B3	0	0	1	0	0	0	0	0
ENSG00000204710	SPDYC	0	0	1	0	0	0	0	0
ENSG00000204711	CFAP95	0	0	0	0	3	0	0	0
ENSG00000204713	TRIM27	1388	1276	1456	1231	828	743	748	945
ENSG00000204740	MALRD1	26	26	32	24	14	8	9	6
ENSG00000204764	RANBP17	47	50	41	20	34	27	22	0
ENSG00000204767	INSYN2B	89	68	69	84	41	93	37	58
ENSG00000204779	FOXD4L5	25	23	10	13	18	24	19	13
ENSG00000204815	ODAD4	115	161	152	156	111	114	59	111
ENSG00000204822	MRPL53	1549	2027	1814	1742	1618	1078	1351	1573
ENSG00000204839	MROH6	334	342	434	259	150	149	188	164
ENSG00000204842	ATXN2	1094	1388	1336	868	630	704	802	680
ENSG00000204843	DCTN1	2728	3475	4040	2629	2240	1180	1646	1851
ENSG00000204849	SPATA31A1	0	1	0	0	0	3	0	6
ENSG00000204852	TCTN1	296	341	251	265	214	270	187	326
ENSG00000204856	FAM216A	560	843	940	632	490	372	512	636
ENSG00000204859	ZBTB48	228	369	381	216	187	147	117	204
ENSG00000204866	IGFL2	0	0	0	1	0	0	0	0
ENSG00000204869	IGFL4	239	258	149	187	226	198	235	139
ENSG00000204880	KRTAP4-8	0	1	0	0	0	0	2	0
ENSG00000204882	GPR20	0	0	0	0	0	0	0	0
ENSG00000204897	KRT25	0	0	0	0	0	0	0	0
ENSG00000204899	MZT1	932	1102	1162	1010	828	704	740	940
ENSG00000204909	SPINK9	3	3	1	4	7	4	8	2
ENSG00000204919	PRR20A	6	1	2	1	0	0	0	0
ENSG00000204920	ZNF155	121	166	162	100	101	106	75	109
ENSG00000204922	UQCC3	532	691	759	647	729	480	469	619
ENSG00000204923	FBXO48	82	92	86	86	86	91	122	76
ENSG00000204928	GRXCR2	1	0	1	0	0	0	0	0
ENSG00000204930	FAM221B	0	0	2	1	1	1	3	0
ENSG00000204936	CD177	0	0	0	1	0	0	0	0
ENSG00000204941	PSG5	0	0	0	0	1	0	0	0
ENSG00000204946	ZNF783	479	561	569	415	421	381	438	348
ENSG00000204947	ZNF425	65	62	37	32	29	30	16	27
ENSG00000204950	LRRC10B	16	8	1	0	5	29	1	59
ENSG00000204952	FBXO47	0	0	0	0	0	0	0	0
ENSG00000204954	C12orf73	379	389	361	311	236	277	290	340
ENSG00000204956	PCDHGA1	83	85	96	52	134	89	113	60
ENSG00000204961	PCDHA9	16	17	11	18	39	26	14	30
ENSG00000204962	PCDHA8	7	17	9	7	17	32	7	10
ENSG00000204963	PCDHA7	37	29	19	21	61	104	47	89
ENSG00000204965	PCDHA5	59	55	36	30	58	83	47	55
ENSG00000204967	PCDHA4	92	96	95	69	123	166	63	108
ENSG00000204969	PCDHA2	44	34	31	15	40	82	21	45
ENSG00000204970	PCDHA1	0	31	19	14	59	47	0	34
ENSG00000204977	TRIM13	629	537	520	467	434	487	353	490
ENSG00000204978	ERICH4	0	0	1	0	0	0	0	0
ENSG00000204979	MS4A13	18	19	15	11	24	15	7	13
ENSG00000204991	SPIRE2	265	334	307	280	168	109	104	154
ENSG00000205002	AARD	100	48	44	42	80	108	31	115
ENSG00000205038	PKHD1L1	4	4	4	2	3	5	5	1
ENSG00000205045	SLFN12L	35	31	27	27	38	31	23	33
ENSG00000205060	SLC35B4	865	830	844	655	557	536	527	484
ENSG00000205076	LGALS7	0	0	0	0	0	13	0	2
ENSG00000205078	SYCE1L	25	42	40	44	34	17	42	17
ENSG00000205084	TMEM231	367	323	285	317	220	257	227	242
ENSG00000205085	GARIN1A	14	12	14	19	17	19	9	16
ENSG00000205089	CCNI2	2	3	0	1	2	2	2	3
ENSG00000205090	TMEM240	17	21	12	9	10	12	13	7
ENSG00000205097	FRG2	0	3	1	5	4	11	18	0
ENSG00000205111	CDKL4	1	1	0	0	3	3	0	2
ENSG00000205116	TMEM88B	11	20	6	8	14	17	7	12
ENSG00000205126	ACCSL	0	0	0	0	0	0	0	0
ENSG00000205129	C4orf47	16	34	33	21	39	28	20	22
ENSG00000205133	TRIQK	274	318	301	334	276	272	237	361
ENSG00000205138	SDHAF1	507	537	521	424	437	412	281	475
ENSG00000205143	ARID3C	0	2	3	2	2	0	0	0
ENSG00000205155	PSENEN	1325	1241	1329	1111	945	997	613	1236
ENSG00000205177	C11orf91	8	8	2	12	4	6	4	7
ENSG00000205189	ZBTB10	335	372	393	305	287	269	259	265
ENSG00000205208	C4orf46	222	216	260	208	256	145	204	196
ENSG00000205209	SCGB2B2	16	33	17	7	15	12	13	13
ENSG00000205213	LGR4	141	87	64	70	66	76	64	72
ENSG00000205220	PSMB10	589	615	645	604	337	317	613	380
ENSG00000205221	VIT	10	6	3	5	7	52	0	15
ENSG00000205238	SPDYE2	52	75	49	11	62	30	60	27
ENSG00000205250	E2F4	3459	3681	4336	3262	2113	1904	2129	2395
ENSG00000205268	PDE7A	426	444	388	389	264	273	305	252
ENSG00000205269	TMEM170B	149	168	154	152	87	84	68	75
ENSG00000205277	MUC12	0	0	0	2	2	0	0	0
ENSG00000205279	CTXN3	0	0	2	0	0	0	0	0
ENSG00000205302	SNX2	553	606	556	564	458	386	415	365
ENSG00000205307	SAP25	10	11	3	0	7	5	0	0
ENSG00000205309	NT5M	90	105	114	111	107	65	63	95
ENSG00000205323	SARNP	973	1042	1064	934	684	655	633	895
ENSG00000205330	OR6C1	0	0	0	0	0	0	0	0
ENSG00000205336	ADGRG1	2182	1866	1777	1253	1796	2067	1783	2883
ENSG00000205339	IPO7	4323	5119	4912	3982	4022	2702	3269	3478
ENSG00000205352	PRR13	2078	2001	2419	2063	1346	1273	1509	1713
ENSG00000205356	TECPR1	598	650	792	510	482	474	510	339
ENSG00000205359	SLCO6A1	13	11	6	8	9	14	12	3
ENSG00000205363	INSYN1	32	9	10	16	31	22	7	11
ENSG00000205403	CFI	371	310	176	124	211	557	39	423
ENSG00000205413	SAMD9	585	532	538	381	457	447	271	329
ENSG00000205420	KRT6A	0	0	1	1	0	1	0	0
ENSG00000205423	CNEP1R1	313	256	248	232	218	157	189	196
ENSG00000205426	KRT81	9119	12953	13826	13603	6276	120	5002	1234
ENSG00000205436	EXOC3L4	0	0	0	0	2	0	2	0
ENSG00000205442	IZUMO3	114	18	21	6	1	0	0	0
ENSG00000205445	KRTAP10-2	0	0	0	0	0	0	1	0
ENSG00000205456	TP53TG3D	26	46	31	23	33	42	60	37
ENSG00000205457	TP53TG3C	0	0	0	0	0	0	0	2
ENSG00000205476	CCDC85C	653	931	1273	896	646	204	611	270
ENSG00000205482	SPDYE18	23	35	21	18	14	15	17	18
ENSG00000205502	C2CD4B	0	0	0	1	0	0	0	0
ENSG00000205517	RGL3	76	99	77	74	81	52	43	56
ENSG00000205531	NAP1L4	2304	2600	2596	2498	1935	1692	1618	2121
ENSG00000205542	TMSB4X	9430	8948	8782	11964	9553	5453	9319	8202
ENSG00000205544	TMEM256	731	1033	904	972	1160	656	863	778
ENSG00000205560	CPT1B	240	230	161	177	113	284	201	147
ENSG00000205571	SMN2	1252	1491	1606	1249	1054	576	891	872
ENSG00000205572	SERF1B	808	437	762	281	667	397	272	270
ENSG00000205581	HMGN1	4256	4217	4171	4035	2907	3234	2635	3392
ENSG00000205593	DENND6B	72	138	114	106	52	68	44	61
ENSG00000205609	EIF3CL	70	273	75	156	143	166	376	115
ENSG00000205629	LCMT1	586	691	731	690	518	399	524	503
ENSG00000205639	MFSD2B	0	0	0	3	0	0	0	0
ENSG00000205642	VCX3B	3807	3288	5620	2102	1377	349	257	315
ENSG00000205643	CDPF1	126	188	154	139	99	96	128	114
ENSG00000205649	HTN3	1	0	0	0	0	0	0	0
ENSG00000205659	LIN52	212	161	188	146	137	137	147	116
ENSG00000205669	ACOT6	0	1	0	1	0	1	2	0
ENSG00000205670	SMIM11	28	28	21	201	28	20	32	147
ENSG00000205678	TECRL	0	0	1	0	0	0	0	0
ENSG00000205683	DPF3	10	14	12	20	9	4	11	5
ENSG00000205693	MANSC4	21	14	7	13	34	78	10	47
ENSG00000205704	SMIM45	12	12	14	7	15	8	6	10
ENSG00000205707	ETFRF1	276	308	296	272	229	187	148	198
ENSG00000205710	C17orf107	6	24	17	16	6	5	12	4
ENSG00000205718	MBD3L4	0	0	0	0	0	0	0	0
ENSG00000205726	ITSN1	675	703	738	579	328	329	379	252
ENSG00000205730	ITPRIPL2	2131	2360	2234	1929	1794	1087	1722	1510
ENSG00000205744	DENND1C	3	3	0	0	1	0	1	1
ENSG00000205755	CRLF2	0	2	0	3	2	0	1	0
ENSG00000205758	CRYZL1	263	315	290	268	278	180	252	215
ENSG00000205765	RIMOC1	954	1059	1162	895	755	633	649	755
ENSG00000205777	GAGE1	110	22	0	5	6	11	1	86
ENSG00000205784	ARRDC5	0	0	0	0	0	0	0	0
ENSG00000205795	CYS1	10	6	8	7	12	13	1	9
ENSG00000205808	PLPP6	674	584	621	520	518	434	483	500
ENSG00000205809	KLRC2	135	175	93	91	160	295	78	266
ENSG00000205810	KLRC3	19	12	14	9	3	9	0	22
ENSG00000205832	C16orf96	3	8	5	2	3	1	0	2
ENSG00000205838	TTC23L	12	12	12	7	1	6	4	3
ENSG00000205863	C1QTNF9B	0	0	0	0	1	2	0	0
ENSG00000205899	BHLHA9	0	0	0	0	0	0	0	0
ENSG00000205903	ZNF316	1310	1597	1472	1021	1115	939	1088	962
ENSG00000205922	ONECUT3	1	2	1	5	0	3	3	1
ENSG00000205923	CEMP1	0	0	0	0	0	8	0	0
ENSG00000205927	OLIG2	28	24	19	20	16	26	14	20
ENSG00000205929	C21orf62	52	68	59	42	61	79	64	39
ENSG00000205937	RNPS1	4832	5429	5988	4703	3525	2777	3380	3824
ENSG00000205978	NYNRIN	93	96	146	76	57	61	1	85
ENSG00000205981	DNAJC19	415	462	418	386	260	345	258	351
ENSG00000206013	IFITM5	0	0	1	0	0	1	0	0
ENSG00000206026	SMIM21	4	6	4	4	3	4	7	10
ENSG00000206043	C18orf63	0	0	0	0	0	0	0	0
ENSG00000206052	DOK6	43	53	38	28	46	17	65	20
ENSG00000206053	JPT2	2376	3369	3596	2768	2117	1145	2441	1456
ENSG00000206072	SERPINB11	1	0	0	0	0	0	0	0
ENSG00000206073	SERPINB4	26	54	53	43	18	4	3	4
ENSG00000206075	SERPINB5	1	1	5	16	5	14	8	11
ENSG00000206077	ZDHHC11B	0	0	0	0	1	0	0	0
ENSG00000206105	KRTAP20-4	0	1	0	0	0	0	0	0
ENSG00000206106	KRTAP22-2	0	0	1	0	0	0	0	0
ENSG00000206113	CFAP99	0	2	0	1	2	0	0	2
ENSG00000206127	GOLGA8O	3	10	24	0	21	5	0	20
ENSG00000206140	TMEM191C	1	0	2	2	1	0	0	1
ENSG00000206150	RNASE13	0	0	1	0	0	0	0	0
ENSG00000206172	HBA1	0	2	1	0	0	1	0	1
ENSG00000206181	ELOA2	0	0	0	0	0	0	0	0
ENSG00000206190	ATP10A	331	181	272	149	91	75	19	77
ENSG00000206199	ANKUB1	0	0	0	0	0	0	0	0
ENSG00000206260	PRR23A	0	0	1	0	0	0	0	0
ENSG00000206262	FOXL2NB	2	6	1	0	5	5	3	2
ENSG00000206384	COL6A6	0	0	0	0	0	0	0	0
ENSG00000206418	RAB12	846	931	1011	1134	853	668	924	740
ENSG00000206432	TMEM200C	1	0	0	0	0	0	0	2
ENSG00000206474	OR10C1	0	0	0	0	0	0	0	0
ENSG00000206503	HLA-A	6149	9560	8633	8626	7049	6283	7244	7090
ENSG00000206527	HACD2	835	924	973	876	766	520	648	541
ENSG00000206530	CFAP44	129	185	89	65	101	81	99	146
ENSG00000206535	LNP1	102	63	97	60	40	52	41	53
ENSG00000206538	VGLL3	113	69	65	51	47	46	63	29
ENSG00000206549	NA	0	0	0	0	0	0	0	0
ENSG00000206557	TRIM71	0	0	2	0	1	0	0	0
ENSG00000206559	ZCWPW2	12	11	9	9	11	7	9	5
ENSG00000206560	ANKRD28	1278	1700	1944	1709	1251	600	1137	673
ENSG00000206561	COLQ	0	6	0	0	5	19	16	10
ENSG00000206562	METTL6	440	503	545	466	372	215	277	350
ENSG00000206579	XKR4	21	40	32	28	30	70	43	27
ENSG00000211445	GPX3	823	986	1131	925	440	668	500	818
ENSG00000211448	DIO2	7	7	6	3	2	2	11	4
ENSG00000211450	SELENOH	1962	2529	2263	2258	1828	1664	1757	2303
ENSG00000211452	DIO1	0	0	0	1	1	0	0	0
ENSG00000211455	STK38L	495	499	514	379	302	334	261	335
ENSG00000211456	SACM1L	882	980	1007	852	517	439	512	590
ENSG00000211460	TSN	987	1113	1127	1058	812	652	662	835
ENSG00000211584	SLC48A1	439	475	498	381	208	236	291	282
ENSG00000212122	TSSK1B	0	0	0	0	0	2	0	0
ENSG00000212123	PRR22	142	128	116	142	63	112	97	63
ENSG00000212124	TAS2R19	0	1	2	0	1	0	1	0
ENSG00000212126	TAS2R50	0	2	0	2	0	0	0	0
ENSG00000212127	TAS2R14	7	21	10	13	9	8	9	10
ENSG00000212128	TAS2R13	0	1	0	0	0	0	0	0
ENSG00000212657	KRTAP16-1	1	0	0	1	0	1	0	0
ENSG00000212710	CTAGE1	0	0	0	0	1	0	1	0
ENSG00000212722	KRTAP4-9	0	0	4	1	0	0	0	1
ENSG00000212724	KRTAP2-3	31	38	68	44	33	21	37	21
ENSG00000212747	RTL8B	557	420	535	404	283	270	246	381
ENSG00000212807	OR2A42	0	0	0	0	0	0	0	0
ENSG00000212864	RNF208	74	54	83	54	51	88	71	54
ENSG00000212901	KRTAP3-1	0	0	0	0	0	1	0	0
ENSG00000212907	MT-ND4L	8334	8999	6472	6553	7806	9986	11157	6189
ENSG00000212916	MAP10	3	3	4	22	17	14	1	11
ENSG00000212938	KRTAP6-3	0	0	0	0	0	0	0	0
ENSG00000212993	POU5F1B	3	13	7	3	8	15	5	7
ENSG00000213015	ZNF580	1207	1751	1572	1131	1138	965	665	1118
ENSG00000213020	ZNF611	82	98	46	52	84	75	42	69
ENSG00000213023	SYT3	23	7	14	10	20	11	2	11
ENSG00000213024	NUP62	1665	1877	2067	1509	1378	1282	1095	1327
ENSG00000213030	CGB8	486	42	65	79	32	90	12	55
ENSG00000213047	DENND1B	216	195	165	148	172	187	157	173
ENSG00000213064	SFT2D2	1247	1064	849	850	935	1258	858	1178
ENSG00000213066	CEP43	309	390	313	234	115	255	208	196
ENSG00000213079	SCAF8	837	995	1102	790	601	451	564	586
ENSG00000213085	CFAP45	121	118	161	161	67	90	245	97
ENSG00000213088	ACKR1	0	2	0	0	0	0	0	0
ENSG00000213096	ZNF254	298	325	274	201	243	190	192	238
ENSG00000213123	DYNLT2B	29	30	18	37	41	36	6	38
ENSG00000213139	CRYGS	0	5	0	0	0	0	0	3
ENSG00000213145	CRIP1	16	13	12	14	12	22	11	15
ENSG00000213160	KLHL23	214	226	254	172	175	117	167	128
ENSG00000213171	LINGO4	2	0	0	1	0	0	0	0
ENSG00000213185	FAM24B	44	77	62	61	51	21	42	26
ENSG00000213186	TRIM59	216	240	230	197	209	153	197	141
ENSG00000213190	MLLT11	2142	1496	1450	1316	1340	1964	1520	2562
ENSG00000213199	ASIC3	48	27	25	32	23	40	31	6
ENSG00000213203	GIMAP1	1	5	3	5	2	6	1	3
ENSG00000213213	CCDC183	3	2	7	1	5	2	0	2
ENSG00000213214	ARHGEF35	1	0	1	2	0	1	0	2
ENSG00000213221	DNLZ	687	663	904	656	569	583	559	803
ENSG00000213246	SUPT4H1	2362	2415	2594	2135	1835	1679	1422	1887
ENSG00000213265	TSGA13	24	34	27	23	26	37	38	16
ENSG00000213281	NRAS	2413	2633	2799	2257	1786	1425	1479	1481
ENSG00000213316	LTC4S	2	5	3	0	0	1	0	1
ENSG00000213337	ANKRD39	144	151	190	137	128	122	131	165
ENSG00000213339	QTRT1	1021	1109	1029	773	781	873	563	1147
ENSG00000213341	CHUK	824	703	863	524	590	456	374	518
ENSG00000213347	MXD3	283	298	254	308	291	293	201	293
ENSG00000213366	GSTM2	147	206	147	124	80	122	68	132
ENSG00000213380	COG8	1310	1392	1289	1029	796	746	743	848
ENSG00000213390	ARHGAP19	379	461	452	172	314	64	159	59
ENSG00000213397	HAUS7	269	349	371	359	227	158	235	264
ENSG00000213398	LCAT	67	72	67	67	31	71	98	35
ENSG00000213401	MAGEA12	2422	2685	3017	2544	1800	1310	1496	1752
ENSG00000213402	PTPRCAP	17	10	0	22	0	28	3	0
ENSG00000213413	PVRIG	0	0	0	0	0	0	0	1
ENSG00000213417	KRTAP2-4	0	0	0	0	0	0	0	0
ENSG00000213420	GPC2	13	12	8	8	25	33	12	10
ENSG00000213424	KRT222	0	0	1	4	0	2	0	0
ENSG00000213445	SIPA1	1152	1192	1242	932	595	727	763	821
ENSG00000213462	ERV3-1	73	71	86	45	86	53	39	50
ENSG00000213463	SYNJ2BP	633	658	695	492	489	501	391	408
ENSG00000213465	ARL2	3254	4092	4583	4230	2554	1569	2165	2729
ENSG00000213471	TTLL13	0	0	0	1	3	2	7	0
ENSG00000213512	GBP7	0	0	0	0	0	0	0	4
ENSG00000213516	RBMXL1	481	530	581	418	385	291	310	347
ENSG00000213523	SRA1	1071	1056	1347	984	743	707	669	816
ENSG00000213533	STIMATE	514	438	537	396	433	294	365	397
ENSG00000213551	DNAJC9	1079	990	1174	1037	708	720	703	763
ENSG00000213563	C8orf82	677	947	999	874	596	366	336	731
ENSG00000213578	CPLX3	1	0	5	5	0	0	1	0
ENSG00000213585	VDAC1	6990	9013	9477	8858	5563	4143	5674	5423
ENSG00000213588	ZBTB9	582	453	513	372	282	317	216	314
ENSG00000213593	TMX2	2064	2180	2205	2023	1620	1397	1421	1689
ENSG00000213614	HEXA	762	817	850	733	705	613	566	665
ENSG00000213619	NDUFS3	1750	1897	1783	1699	1352	1263	1041	1628
